#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,Explicit
1854,"Stairway to the Skies","Within Temptation",81,9A,81,2023-03-23,05:30,42,"symphonic metal, gothic metal, gothic rock, power metal, metal","The Unforgiving",2011-03-25,38,3,0,8,0,30,-4,E Minor,4,6Q3kathPO8kg7vA1BS5d9y,NLR261000012,no
1855,"Empty Eyes","Within Temptation",180,2B,83,2023-03-23,03:54,40,"symphonic metal, gothic metal, gothic rock, power metal, metal","The Unforgiving",2011-03-25,32,0,0,47,0,10,-7,F#/G♭ Major,4,7w9iRIANFcdjlYk8K2wmge,NLR261100005,no
1856,"Jillian (I'd Give My Heart)","Within Temptation",168,8A,83,2023-03-23,04:46,49,"symphonic metal, gothic metal, gothic rock, power metal, metal","The Silent Force",2004-11-12,41,5,0,28,0,10,-6,A Minor,4,1wDDWn5UjpjbT9onEAbL4n,DEC760400307,no
1857,"In Vain","Within Temptation",154,7B,95,2023-03-23,04:24,16,"symphonic metal, gothic metal, gothic rock, power metal, metal","In Vain",2019-01-13,44,1,0,38,10,10,-5,F Major,4,3uTwtZ8UFLUe8h0H3lfIrE,NLR261800015,no
1858,"Let Us Burn","Within Temptation",103,11A,91,2023-03-23,05:31,0,"symphonic metal, gothic metal, gothic rock, power metal, metal","Hydra (Deluxe Edition)",2014-02-04,50,0,0,30,0,10,-4,F#/G♭ Minor,4,10jAflp195RvDNUsXPezH5,NLR261300005,no
1859,"Utopia (feat. Chris Jones)","Within Temptation,Chris Jones",114,2B,56,2023-03-23,03:50,22,"symphonic metal, gothic metal, gothic rock, power metal, metal, trance","Utopia",2009-10-22,29,3,0,18,0,10,-6,F#/G♭ Major,4,0u2UH69A5TujgMoR5uUyZq,NLR260900012,no
1860,"All I Need","Within Temptation",153,6B,73,2023-03-23,04:50,20,"symphonic metal, gothic metal, gothic rock, power metal, metal","All I Need",2007-11-02,23,20,0,12,0,10,-5,A#/B♭ Major,3,6HT51wHqdho2gNFOSYkFo4,NLR260600020,no
1861,"What Have You Done (feat. Keith Caputo) - European Radio Version","Within Temptation,Keith Caputo",172,11A,96,2023-03-23,03:59,19,"symphonic metal, gothic metal, gothic rock, power metal, metal","What Have You Done",2007-01-03,31,1,0,26,10,10,-4,F#/G♭ Minor,4,22Q3hPhMOemnELwc8Tq7eK,NLR260600009,no
1862,"The Howling","Within Temptation",93,11A,95,2023-03-23,05:33,49,"symphonic metal, gothic metal, gothic rock, power metal, metal","The Heart Of Everything",2007-03-09,44,1,1,28,0,10,-4,F#/G♭ Minor,3,4EJLjbM1gGjy8UlhtMY44C,NLR260600012,no
1863,"Ice Queen","Within Temptation",93,1A,56,2023-03-23,05:22,54,"symphonic metal, gothic metal, gothic rock, power metal, metal","Mother Earth",2000-12-24,27,4,0,14,0,10,-8,G#/A♭ Minor,4,140cSu65JC8smYw53nPP0q,DEC760200330,no
1864,"Queen of Shadow (feat. Paolo Ribaldini)","Delain,Paolo Ribaldini",132,5A,92,2023-03-23,04:02,43,"symphonic metal, gothic metal, power metal, gothic rock, metal, ","Dark Waters",2023-02-10,52,0,8,62,0,20,-6,C Minor,4,17QLatTqOCxkoIGxdPWdkn,ATN262214108,no
1865,"The Quest and the Curse","Delain",98,10A,87,2023-03-23,04:56,36,"symphonic metal, gothic metal, power metal, gothic rock, metal","Dark Waters",2023-02-10,47,0,0,37,0,10,-6,B Minor,4,3fcsDrxJF34fw5BRqG4kXh,ATN262214127,no
1866,"One Second","Delain",140,8A,96,2023-03-23,03:36,33,"symphonic metal, gothic metal, power metal, gothic rock, metal","Apocalypse & Chill",2020-02-07,49,0,0,38,0,20,-5,A Minor,4,6gsgFHFxZTUL6W9j1sGeUD,ATN261991103,no
1867,"Hate Me","Ellie Goulding,Juice WRLD",75,4B,79,2023-03-23,03:08,84,"melodic rap, emo rap","Brightest Blue",2020-07-16,64,9,0,76,0,10,-5,G#/A♭ Major,4,15og0pCEcTFWEXOFKdcJlU,GBUM71902944,no
1868,"Spaceman","The Killers",152,12B,90,2023-03-23,04:44,68,"alternative rock","Day & Age (Bonus Tracks)",2008-11-18,53,0,0,80,0,10,-5,E Major,4,1A8SxnqRK3qabmuN2qxIpa,USUM70842814,no
1869,"When You're Gone","Avril Lavigne",142,9A,72,2023-03-23,04:00,73,"","The Best Damn Thing (Expanded Edition)",2007-04-17,46,19,0,17,0,20,-4,E Minor,4,54JKnDB3CzVu8wNAOM27BI,USRC10700004,no
1870,"Still Waiting","Sum 41",192,9B,95,2023-03-23,02:38,74,"pop punk, punk, skate punk","Does This Look Infected?",2002-01-01,43,0,0,56,20,20,-5,G Major,4,0jqK7sGTLsHPkQrrcrGuKD,USIR20200792,yes
1871,"Prayer Of The Refugee","Rise Against",196,2A,98,2023-03-23,03:19,76,"punk, hardcore punk","The Sufferer & The Witness",2006-01-01,20,0,0,35,10,20,-3,D#/E♭ Minor,4,2VGQ342iuqj6aSaYbyBQVJ,USUM70603971,no
1872,"Ain't No Rest For The Wicked - Original Version","Cage The Elephant",156,8B,91,2023-03-23,02:55,70,"","Cage The Elephant",2008-01-01,64,6,0,92,10,60,-6,C Major,4,7tCHpjktA50ihtkLz6bAnn,GBGLM0700133,no
1873,"I Will Not Bow","Breaking Benjamin",108,4B,96,2023-03-23,03:36,76,"alternative metal, post-grunge, rock","Dear Agony",2009-01-01,53,0,0,55,0,30,-4,G#/A♭ Major,4,2yXyz4NLTZx9CLdXfLTp5E,USHR10924529,no
1874,"Dance With The Devil","Breaking Benjamin",155,2A,93,2023-03-24,03:47,73,"alternative metal, post-grunge, rock","Phobia (Explicit Version)",2006-01-01,35,0,0,18,10,10,-4,D#/E♭ Minor,3,10ASBwZsp7oUUDsJEYz3uS,USHR10622232,no
1875,"Angels Fall","Breaking Benjamin",196,9B,89,2023-03-24,03:48,71,"alternative metal, post-grunge, rock","Dark Before Dawn",2015-06-23,40,0,0,41,0,10,-5,G Major,4,2D9BrlpeyjXF0vli2dYQ5V,USHR11536293,no
1876,"Blow Me Away - Soundtrack Version","Breaking Benjamin",99,7B,96,2023-03-24,03:25,60,"alternative metal, post-grunge, rock","So Cold EP",2004-01-01,54,0,0,50,0,0,-3,F Major,4,7js2TSkQLuRWBIQ4HSTAv2,USHR10421403,no
1877,"Failure","Breaking Benjamin",155,3B,89,2023-03-24,03:34,68,"alternative metal, post-grunge, rock","Dark Before Dawn",2015-06-23,46,0,1,38,0,0,-5,C♯/D♭ Major,4,4wh0E9OwMCxcaIKTg0Mts9,USHR11536289,no
1878,"Amaranth","Nightwish",128,7A,88,2023-03-24,03:51,49,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Dark Passion Play (Finnish Limited Edition)",2007-09-26,56,0,0,35,0,0,-4,D Minor,4,1inqHSX0fdCURjwhQ4dw3K,FIUM70700252,no
1879,"Nemo - Single Version","Nightwish",125,5A,74,2023-03-24,04:33,25,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Nemo (EU Version)",2004-00-00,49,0,0,35,0,0,-6,C Minor,4,6yNFB9h6ihHvuQegxdGUkj,DED830402096,no
1880,"Wish I Had An Angel","Nightwish",80,8B,94,2023-03-24,04:03,1,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Highest Hopes-The Best Of Nightwish",2005-01-01,44,0,3,58,0,40,-6,C Major,4,2VvmryAbIRod1FwZHtwqC5,DED830471902,no
1881,"Storytime","Nightwish",156,4A,97,2023-03-24,05:22,0,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Imaginaerum",2011-00-00,47,0,0,49,0,30,-3,F Minor,4,038H0EIxdfrrD5xNNARgLI,FI3SN1100002,no
1882,"Bye Bye Beautiful","Nightwish",148,11B,89,2023-03-24,04:14,42,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Dark Passion Play (Finnish Limited Edition)",2007-09-26,49,0,0,39,0,10,-5,A Major,4,22oeQ70ECZJHTMxBaflmQi,FIUM70700232,no
1883,"Over The Hills And Far Away","Nightwish",102,9A,92,2023-03-24,05:02,0,"symphonic metal, gothic metal, power metal, metal, folk metal, gothic rock","Over The Hills And Far Away",2001-00-00,22,0,0,38,0,0,-3,E Minor,3,4004xnMLj5QGxWvu6JPcJ7,FISFS0100001,no
1884,"Never Forever","Elysion",160,5A,88,2023-03-25,03:20,50,"gothic metal, symphonic metal, gothic rock","Silent Scream",2009-12-18,43,0,1,63,0,30,-5,C Minor,4,1gtiboFlPYIuaJSeF3fZk6,DER370966503,no
1885,"Made of Lies","Elysion",148,9A,86,2023-03-25,03:19,49,"gothic metal, symphonic metal, gothic rock","Someplace Better",2014-01-24,44,3,0,23,0,20,-4,E Minor,4,1w8r3PAxPPLfcuyRsC4BeA,DER371485601,no
1886,"Killing My Dreams","Elysion",100,11A,89,2023-03-25,03:51,52,"gothic metal, symphonic metal, gothic rock","Silent Scream",2009-12-18,51,0,0,65,0,30,-5,F#/G♭ Minor,4,6NvjefGOBXHhY8iCv8NiEN,DER370966502,no
1887,"Fairytale","Elysion",99,11A,86,2023-03-25,03:30,48,"gothic metal, symphonic metal, gothic rock","Someplace Better",2014-01-24,41,0,1,50,0,50,-5,F#/G♭ Minor,4,7MaQHhmO2EqcWmk1V430jz,DER371485603,no
1888,"Raid The Universe","Elysion",125,7A,91,2023-03-25,04:13,39,"gothic metal, symphonic metal, gothic rock","Bring Out Your Dead",2023-03-17,59,17,0,48,0,10,-3,D Minor,4,6UcoEBM4KEw4wX1qx3jPYC,DER372230606,no
1889,"Hello World","Alan Walker,Torine",104,3A,65,2023-03-27,02:51,50,"","Walkerverse Pt. I & II",2022-11-25,66,1,0,12,0,10,-7,A#/B♭ Minor,4,7dRlvfMWDLG11RidzmLrWe,NOG842201010,no
1890,"Tattoo","Loreen",150,2A,78,2023-03-28,03:03,80,"europop","Tattoo",2023-02-25,55,24,0,30,0,10,-6,D#/E♭ Minor,4,1DmW5Ep6ywYwxc2HMT5BG6,SEUM72201638,no
1891,"Doorway of Night","Eye of Melian,Johanna Kurkela,Troy Donockley",144,3A,62,2023-03-28,04:21,33,"symphonic metal, finnish pop, iskelmä, finnish rock, celtic","Legends of Light",2022-06-21,30,4,60,21,0,10,-10,A#/B♭ Minor,4,0I6sv0xSgEiTj6eQOkbA7e,NLJ9D2200002,no
1892,"The Bell","Eye of Melian,Delain,Johanna Kurkela",130,6A,50,2023-03-28,04:31,34,"symphonic metal, gothic metal, power metal, gothic rock, metal, finnish pop, iskelmä, finnish rock","Legends of Light",2022-06-21,32,44,7,8,0,10,-10,G Minor,4,0Otje8btWgB2q9hunFRnQe,NLJ9D2100001,no
1893,"Vita Nova","Eye of Melian,Johanna Kurkela",74,1A,64,2023-03-28,06:04,32,"symphonic metal, finnish pop, iskelmä, finnish rock","Vita Nova",2022-01-20,29,12,0,18,0,0,-9,G#/A♭ Minor,4,2o7Exjn3bLrKOYS7rsJXlr,NLJ9D2200001,no
1894,"Still Alive","Aperture Science Psychoacoustic Laboratories",120,10B,46,2023-03-28,02:57,28,"soundtrack","Portal 2: Songs to Test By (Original Game Soundtrack) [Collectors Edition]",2012-10-30,78,85,0,87,0,10,-9,D Major,4,5didTozjN3H35Cko0ILIta,USA561361618,no
1895,"Sparkle - movie ver.","RADWIMPS",124,1B,43,2023-03-30,08:57,69,"anime, j-pop, j-rock","Your Name.",2016-08-24,37,69,1,29,0,10,-8,B Major,4,3A4FRzgve9BjfKbvVXRIFO,JPPO01618974,no
1896,"Addicted","Cyan Kicks",135,6A,91,2023-03-31,03:16,0,"","Addicted",2023-03-31,54,0,0,52,0,10,-3,G Minor,4,6ve0HG9rmrkFFNDpT31aIO,FIRAN2300010,no
1897,"ただ声一つ","Rokudenashi",130,3B,50,2023-04-01,02:41,73,"j-pop, anime","ただ声一つ",2021-12-22,71,90,0,58,0,20,-6,C♯/D♭ Major,4,2e1gUS6Wv8GS8ZT6FMeE1J,JPPO02104849,no
1898,"Livin' in a World Without You","The Rasmus",101,9A,88,2023-04-02,03:50,59,"finnish rock","Black Roses",2008-09-23,59,1,0,43,0,40,-5,E Minor,4,0zXHdFLJlSrj1d6dRcoUua,SEVJH0800112,no
1899,"In the Shadows","The Rasmus",106,10B,80,2023-04-02,04:17,77,"finnish rock","Dead Letters",2003-03-24,60,0,0,75,0,40,-4,D Major,4,1fr92Vupmcs2vgLMFVQ7rd,SEVJH0201601,no
1900,"No Fear","The Rasmus",118,1A,78,2023-04-02,04:07,56,"finnish rock","Hide from the Sun",2005-09-12,59,1,0,37,0,30,-7,G#/A♭ Minor,4,3uNoEBYqVCwr6P1F7WzJ2l,SEVJH0501503,no
1901,"First Day of My Life","The Rasmus",106,12A,78,2023-04-02,03:44,52,"finnish rock","Dead Letters",2003-03-24,60,0,0,44,0,20,-4,C♯/D♭ Minor,4,12PHZ4pgRdRJdyiS5jmRKv,SEVJH0300201,no
1902,"Justify","The Rasmus",178,5A,68,2023-04-02,04:26,50,"finnish rock","Black Roses",2008-09-23,39,2,0,17,0,20,-6,C Minor,4,0avch3EmDK0tdgtP3Nbz0W,SEVJH0800116,no
1903,"October & April","The Rasmus,Anette Olzon",132,7A,46,2023-04-02,03:53,46,"finnish rock, symphonic metal, gothic metal, power metal","October & April",2009-11-09,54,41,0,28,0,0,-7,D Minor,4,4khu91lkXFEebpfrUs3f81,SEVJH0902601,no
1904,"Rise","The Rasmus",120,3B,77,2023-04-02,03:54,33,"finnish rock","Rise",2022-09-23,33,0,0,21,0,40,-6,C♯/D♭ Major,4,643JG1S9MQcKPGbBa1MoBF,SEVJH2200102,no
1905,"Sail Away","The Rasmus",166,9A,69,2023-04-02,03:49,52,"finnish rock","Hide from the Sun",2005-09-12,41,2,0,42,0,10,-6,E Minor,4,0MWJphETp6jCStlDhGL7uM,SEVJH0501508,no
1906,"Not Another Rockstar","Maisie Peters",91,2A,82,2023-04-03,02:29,53,"","Not Another Rockstar",2022-10-07,66,21,0,82,10,10,-2,D#/E♭ Minor,4,43pulC9QdGwabXUtVHYnjY,GBAHS2201157,yes
1907,"What's My Name","TRITICUM",77,9B,91,2023-04-03,02:35,6,"","What's My Name",2023-03-24,64,6,0,75,0,30,-3,G Major,4,3uadpbxBlz1zzr7M8WR3Mc,RUB422300221,no
1908,"Amiga","LukHash",113,3B,68,2023-04-03,02:46,14,"synthwave","Amiga",2023-03-24,62,0,57,67,0,0,-7,C♯/D♭ Major,4,7MJFmsq0RvPOWUKc8f0yI0,usl4q2219592,no
1909,"Kantarelle","Rymdkraft",102,4B,92,2023-04-03,02:30,13,"","Kantarelle EP Deluxe",2009-06-30,44,0,71,79,0,30,-7,G#/A♭ Major,4,1svUBgHVZtnId4FZEsebl1,GBLFP0969901,no
1910,"Cold Killer","noelle",170,11A,91,2023-04-03,02:39,35,"","Cold Killer",2022-09-30,50,26,0,85,10,20,-4,F#/G♭ Minor,4,0lwCIykH3nebbJevHiJRhf,CA0K52200064,no
1911,"Disconnected","MEWONE!,Elle Vee",130,6A,95,2023-04-03,03:12,0,"drum and bass, ","Disconnected",2021-11-27,53,0,46,28,0,0,-4,G Minor,4,6AFsUnw34NjIo8uOAAz7OW,QZPLS2135731,no
1912,"Shot","ONEIL,ORGAN,FAVIA",120,10A,92,2023-04-03,03:11,9,"slap house, g-house, ","Shot",2023-01-20,74,44,0,28,0,0,-2,B Minor,4,2XQmE66YBtNIttSt3331ld,RUB422203323,no
1913,"Die By The Blade","Beast In Black",141,1A,86,2023-04-04,03:14,63,"power metal, symphonic metal, metal","From Hell With Love",2019-02-08,55,0,2,90,0,0,-7,G#/A♭ Minor,4,53h1ZSLWi8hVWF9DWKNXVh,DED831801693,no
1914,"Sweet True Lies","Beast In Black",136,12A,91,2023-04-04,03:26,64,"power metal, symphonic metal, metal","From Hell With Love",2019-02-08,47,0,0,66,0,20,-5,C♯/D♭ Minor,4,2cyJkqB2OYHwWWvKGtrJ0r,DED831801691,no
1915,"One Night In Tokyo","Beast In Black",128,12B,98,2023-04-04,03:07,61,"power metal, symphonic metal, metal","Dark Connection",2021-10-29,47,0,69,73,0,0,-5,E Major,4,2TZtQt10Ajm3wB4MoqluZj,DED832100522,no
1916,"Cry Out For A Hero","Beast In Black",91,3A,97,2023-04-04,03:27,53,"power metal, symphonic metal, metal","From Hell With Love",2019-02-08,44,0,32,41,0,30,-5,A#/B♭ Minor,4,5AC6aY9RpZDmOIpDy75n3U,DED831801689,no
1917,"From Hell With Love","Beast In Black",120,9A,90,2023-04-04,03:55,60,"power metal, symphonic metal, metal","From Hell With Love",2019-02-08,50,0,0,55,0,10,-6,E Minor,4,3iKSyNDGzJ3FcjXoDKqehS,DED831801690,no
1918,"知らないままで","Rokudenashi",184,2B,82,2023-04-05,02:14,64,"j-pop, anime","知らないままで",2022-06-17,60,48,0,87,0,10,-5,F#/G♭ Major,4,0kEXWokTVYKFxRnNH1xvlg,JPPO02201609,no
1919,"Dark Side","Blind Channel",98,9B,95,2023-04-05,02:57,55,"","Lifestyles of the Sick & Dangerous",2022-07-08,57,0,0,44,0,20,-4,G Major,4,2vICdcAEc10WfqMeRxOF1I,FIRAN2100001,no
1920,"Leave Out All The Rest","Linkin Park",80,8B,64,2023-04-05,03:29,78,"nu metal, rap metal, rock, alternative metal","Minutes to Midnight",2007-05-14,51,21,0,18,0,30,-6,C Major,4,0sp00HSXkQyqTa6QqM0O8V,USWB10701212,no
1921,"A Beautiful Lie","Thirty Seconds To Mars",160,8A,93,2023-04-05,04:05,55,"","A Beautiful Lie",2005-08-30,48,0,29,34,0,10,-5,A Minor,3,2FcE7B1p3qVvLvwV5qPljV,USVI20500134,no
1922,"I Hate Everything About You","Three Days Grace",89,11A,83,2023-04-05,03:51,86,"post-grunge, rock","Three Days Grace",2003-04-19,50,0,0,45,0,10,-5,F#/G♭ Minor,4,0M955bMOoilikPXwKLYpoi,USJI10300075,no
1923,"Kings And Queens","Thirty Seconds To Mars",165,4B,82,2023-04-05,05:47,4,"","This Is War",2009-01-01,29,4,0,14,0,10,-5,G#/A♭ Major,4,4sjLcE0GQ6urc4iUXsUPe9,USVI20900397,no
1924,"Walk On Water","Thirty Seconds To Mars",140,4B,79,2023-04-05,03:05,4,"","AMERICA",2018-04-06,50,0,0,39,0,10,-7,G#/A♭ Major,4,6FT9FZccFD6nE8dMNslz2n,USUG11700409,no
1925,"From Yesterday","Thirty Seconds To Mars",135,6B,88,2023-04-05,04:07,66,"","A Beautiful Lie",2005-08-16,47,1,1,13,0,0,-5,A#/B♭ Major,4,1JBa9B1iA4yNVpJ5wVGrZH,USVI20500138,no
1926,"Closer To The Edge","Thirty Seconds To Mars",140,2B,95,2023-04-05,04:33,4,"","This Is War",2009-01-01,50,1,0,10,10,0,-4,F#/G♭ Major,4,0UZwcRQAk4QR09HtGRZhYC,USVI20900433,no
1927,"Hurricane","Thirty Seconds To Mars",125,3A,75,2023-04-05,06:12,1,"","This Is War",2009-01-01,53,4,0,28,0,20,-6,A#/B♭ Minor,4,7FLVnDMOZXKRFgRM3C4aUG,USVI20900432,no
1928,"Up In The Air","Thirty Seconds To Mars",124,10A,86,2023-04-05,04:35,57,"","LOVE LUST FAITH + DREAMS",2013-05-17,48,1,0,45,0,20,-4,B Minor,4,0zqwz7SNny9fwqSDpIu4qN,USVI21300017,yes
1929,"If I Ruled The World","Mike Perry,Mila Josef",125,12B,66,2023-04-05,02:51,50,"tropical house, trance","If I Ruled The World",2021-04-02,66,2,0,29,10,10,-5,E Major,4,4OcwgcBMJmL8hHJ7wUGk09,SE3AA2100004,no
1930,"Circles","machineheart,Vanic",100,10A,70,2023-04-05,04:43,46,"future bass","Circles",2021-05-07,62,1,0,40,0,10,-4,B Minor,4,4OyNDHdIbTavrdQ7mhmDYN,USSM11501744,no
1931,"Heartrage","Cyhra",160,8A,92,2023-04-05,03:26,41,"power metal, symphonic metal","Letters To Myself",2017-10-20,42,0,0,47,0,0,-5,A Minor,4,0RPYTS5711Jl9MuGvzUE9s,FIUM71700260,no
1932,"Out of My Life","Cyhra",140,5A,95,2023-04-05,03:17,45,"power metal, symphonic metal","No Halos in Hell",2019-11-15,45,0,0,37,0,40,-7,C Minor,4,0meKbAXQpVUTzoTXzT2TT9,DED831900935,no
1933,"Dreams Gone Wrong","Cyhra",163,6B,94,2023-04-05,03:35,46,"power metal, symphonic metal","No Halos in Hell",2019-11-15,40,0,0,56,0,0,-7,A#/B♭ Major,4,3kOCMifMe0odStyKDG8Og1,DED831900940,no
1934,"Alusion","Aurora Night",180,7B,78,2023-04-05,04:16,39,"chillstep","Alusion",2022-10-28,38,1,0,20,0,10,-7,F Major,4,4sfGxtenCMYbwh2EYeOHTw,QZWDD2203246,no
1935,"Dernière danse","Indila",115,5A,45,2023-04-05,03:33,83,"french pop","Mini World",2014-01-01,67,18,0,33,0,0,-8,C Minor,4,65uoaqX5qcjXZRheAj1qQT,FRUM71301049,no
1936,"I JUST WANNA KNOW WHAT HAPPENS WHEN I'M DEAD","Hot Milk",182,12A,92,2023-04-05,03:01,39,"pop punk","I JUST WANNA KNOW WHAT HAPPENS WHEN I'M DEAD - EP",2021-09-10,40,0,0,44,10,10,-3,C♯/D♭ Minor,4,7ct1Mfzq08HsOZOvV2202D,GBCKC2100019,no
1937,"WE MADE PLANS & GOD LAUGHED","BEAUTY SCHOOL DROPOUT",178,10A,75,2023-04-05,02:40,0,"","We Made Plans & God Laughed",2022-08-18,55,0,0,61,10,30,-5,B Minor,4,3xeioUDQyTqoWQDpz12CuE,QZK6K2296361,no
1938,"sorry mom x","Halflives",125,3B,86,2023-04-05,03:13,32,"","sorry mom x",2022-11-11,64,1,1,48,0,10,-3,C♯/D♭ Major,4,1xfajjsrtGeGCawjZ0UpAF,FRX872226379,no
1939,"Open Water","Neon Capital",110,4A,75,2023-04-05,03:06,0,"synthwave","Open Water",2021-11-26,65,2,0,36,0,10,-6,F Minor,4,5eiaBs2JGrx9BbotivWbR1,DKUCA2100060,no
1940,"Lost in Time","Nurfox",103,6A,74,2023-04-05,02:11,34,"","Eternal",2021-11-30,61,16,0,43,0,60,-8,G Minor,4,6dg5qkFdN8X0cK7HlkHw6k,FRX872184514,no
1941,"My Darkest Memory","BLACKBOOK",132,10A,89,2023-04-05,03:01,0,"ebm, synthpop, darkwave, industrial","My Darkest Memory",2022-03-11,50,0,0,36,0,0,-6,B Minor,4,3F5TER18jAEycNgVNiP9Uz,DEWG82200029,no
1942,"Achilles' Heel","Man Without Country",100,8A,82,2023-04-05,03:17,23,"synthpop","Infinity Mirror",2018-10-26,61,4,0,52,0,0,-7,A Minor,4,5bsJEgEi4vp61tuCPJjxYf,QM6MZ1873984,no
1943,"Boots","TMW,BE.TH",120,11B,81,2023-04-05,02:41,57,"","Boots",2021-07-30,76,3,0,28,0,10,-6,A Major,4,0i9adAf1xiL0EbOcog6rEo,DEPI82106388,no
1944,"Fairytale of Mine","Sørbye | Jennebo",125,4B,74,2023-04-05,03:21,37,"","Fairytale of Mine",2020-06-26,57,8,0,39,0,0,-5,G#/A♭ Major,4,3ghMC2u5iGrGfDYhLr8Vrj,SEVWR2004701,no
1945,"DAY I DIE","KILL SCRIPT,Sam Martin",95,12A,73,2023-04-05,02:56,42,"","THE FALL",2021-10-08,41,0,0,4,0,30,-5,C♯/D♭ Minor,4,5LBMcvI50EzVlKCg1NwE1p,NLF712108257,no
1946,"Marble","Neptunica,Shockz,Rebecca Helena",136,5A,85,2023-04-05,02:18,61,"hypertechno, slap house, ","Marble",2021-08-27,70,21,0,36,0,10,-5,C Minor,4,0ymH3Qwwzkl802WD3yy0oY,DEN062100967,no
1947,"Ghost","KYANU,Neptunica",144,7B,88,2023-04-05,02:11,50,"nightcore, hypertechno","Ghost",2022-04-08,61,5,0,15,0,20,-6,F Major,4,0ZClN9JcY9c54uDyWz2CWd,DEWM92200124,no
1948,"Flute - Radio Edit","Barcode Brothers",138,5A,90,2023-04-05,03:57,45,"eurodance","Flute",1999-01-08,76,5,97,88,0,0,-7,C Minor,4,5JJJvX5q8IXWAbaspeoTE1,DKBKA0001201,no
1949,"Dooh Dooh (Stereo Sound)","LIZOT,Shibui,Barcode Brothers",136,7A,85,2023-04-05,02:05,46,"slap house, hypertechno, eurodance","Dooh Dooh (Stereo Sound)",2023-03-10,65,5,0,22,0,0,-5,D Minor,4,0pCgiDXakABvpav5gAwwBU,DEUM72300351,no
1950,"Halo","Prezioso,Harris & Ford,Shibui",101,4B,92,2023-04-05,02:36,65,"italo dance, hardstyle, schlagerparty, ","Halo",2022-09-16,65,2,0,34,0,20,-5,G#/A♭ Major,1,2kfZCiSWhAYKdxD7o7WLoa,ITG412200047,no
1951,"Shot a friend","Holy Molly",122,2A,89,2023-04-05,02:09,53,"slap house","Shot a friend",2021-11-05,60,14,0,46,10,0,-3,D#/E♭ Minor,4,27yUNsQo2CPPokNw69M23X,ROGRA2101934,no
1952,"Bang Bang","Holy Molly",124,5A,81,2023-04-05,02:42,42,"slap house","Bang Bang",2021-12-10,71,5,0,32,0,10,-3,C Minor,4,2mq1P9N8F2zVqM1FcJGia6,ROGRA2101979,no
1953,"Menage A Trois","LIZOT,Holy Molly",124,6B,90,2023-04-05,02:48,47,"slap house, hypertechno","Menage A Trois",2019-12-13,67,12,0,48,0,0,-5,A#/B♭ Major,4,40vCMTDaDwwpf7DyBlmgEj,DEE861904309,yes
1954,"Thunder","Gabry Ponte,LUM!X,Prezioso",101,3B,90,2023-04-05,02:40,79,"italo dance, slap house, melbourne bounce","Thunder",2021-05-07,67,3,0,40,0,30,-5,C♯/D♭ Major,3,2USlegnFJLrVLpoVfPimKB,ITV952100014,no
1955,"Better Days","Arman Cekin,Faydee,Karra",100,4A,46,2023-04-08,03:07,54,"","Better Days",2019-11-15,70,40,0,39,0,10,-11,F Minor,4,1FtYN2OwwvNgxfqf5XsD6M,TCAEM1957140,no
1956,"Queen of Kings - Da Tweekaz x Tungevaag Remix","Alessandra,Da Tweekaz,Tungevaag",150,9A,92,2023-04-13,02:25,54,"hardstyle, frenchcore, happy hardcore, hardcore, big room","Queen of Kings (Da Tweekaz x Tungevaag Remix)",2023-04-06,46,4,0,30,0,40,-3,E Minor,4,5Cmgqsv4Rmodk87JfVydPh,NOUM72300143,no
1957,"Heart Attack - Rock Version","Demi Lovato",174,4B,93,2023-04-14,03:59,56,"","Heart Attack (Rock Version)",2023-03-24,41,0,0,36,20,30,-3,G#/A♭ Major,4,6qgwX7o1fYLwbikNrddmFo,USUG12301180,no
1958,"In My Head","Mike Shinoda,Kailee Morgue",132,4A,90,2023-04-14,02:52,56,"","In My Head",2023-03-10,66,0,0,68,0,10,-3,F Minor,4,3ryXl6OFAr9fzUpIjAnHIY,USWB12300430,no
1959,"Happy Endings (feat. iann dior and UPSAHL)","Mike Shinoda,iann dior,UPSAHL",126,9B,88,2023-04-14,03:32,51,"melodic rap, ","Happy Endings (feat. iann dior and UPSAHL)",2021-02-19,65,3,0,70,0,40,-3,G Major,4,1nPd60em5Qwp0NPykFz5Xj,USWB12100319,yes
1960,"Promises I Can't Keep","Mike Shinoda",135,9B,65,2023-04-14,03:22,34,"","Post Traumatic (Deluxe Version)",2018-06-15,62,1,0,47,0,0,-8,G Major,4,5J8nsxY1Gz7cJ6oONtXXcz,USWB11800646,no
1961,"Remember the Name (feat. Styles of Beyond)","Fort Minor,Styles Of Beyond",85,4B,84,2023-04-15,03:50,61,"rap rock, ","The Rising Tied",2005-11-15,69,6,0,88,0,0,-4,G#/A♭ Major,4,6ljbkNIzfmFrGyYUTUAleN,USWB10502457,yes
